,Node_1,Node_2,Relation
786,"{'label': 'Occupation', 'properties': ""{'title': 'Segmental_Pavers'}"", 'identifier': ""{'title': 'Segmental_Pavers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
787,"{'label': 'Occupation', 'properties': ""{'title': 'Segmental_Pavers'}"", 'identifier': ""{'title': 'Segmental_Pavers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
788,"{'label': 'Occupation', 'properties': ""{'title': 'Semiconductor_Processing_Technicians'}"", 'identifier': ""{'title': 'Semiconductor_Processing_Technicians'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
789,"{'label': 'Occupation', 'properties': ""{'title': 'Semiconductor_Processing_Technicians'}"", 'identifier': ""{'title': 'Semiconductor_Processing_Technicians'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
790,"{'label': 'Occupation', 'properties': ""{'title': 'Separating,_Filtering,_Clarifying,_Precipitating,_and_Still_Machine_Setters,_Operators,_and_Tenders'}"", 'identifier': ""{'title': 'Separating,_Filtering,_Clarifying,_Precipitating,_and_Still_Machine_Setters,_Operators,_and_Tenders'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
791,"{'label': 'Occupation', 'properties': ""{'title': 'Separating,_Filtering,_Clarifying,_Precipitating,_and_Still_Machine_Setters,_Operators,_and_Tenders'}"", 'identifier': ""{'title': 'Separating,_Filtering,_Clarifying,_Precipitating,_and_Still_Machine_Setters,_Operators,_and_Tenders'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
792,"{'label': 'Occupation', 'properties': ""{'title': 'Service_Unit_Operators,_Oil_and_Gas'}"", 'identifier': ""{'title': 'Service_Unit_Operators,_Oil_and_Gas'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
793,"{'label': 'Occupation', 'properties': ""{'title': 'Service_Unit_Operators,_Oil_and_Gas'}"", 'identifier': ""{'title': 'Service_Unit_Operators,_Oil_and_Gas'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
794,"{'label': 'Occupation', 'properties': ""{'title': 'Sewers,_Hand'}"", 'identifier': ""{'title': 'Sewers,_Hand'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
795,"{'label': 'Occupation', 'properties': ""{'title': 'Sewers,_Hand'}"", 'identifier': ""{'title': 'Sewers,_Hand'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
796,"{'label': 'Occupation', 'properties': ""{'title': 'Sewers,_Hand'}"", 'identifier': ""{'title': 'Sewers,_Hand'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Artistic'}"", 'identifier': ""{'title': 'Artistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
797,"{'label': 'Occupation', 'properties': ""{'title': 'Shampooers'}"", 'identifier': ""{'title': 'Shampooers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
798,"{'label': 'Occupation', 'properties': ""{'title': 'Shampooers'}"", 'identifier': ""{'title': 'Shampooers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
799,"{'label': 'Occupation', 'properties': ""{'title': 'Shampooers'}"", 'identifier': ""{'title': 'Shampooers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
800,"{'label': 'Occupation', 'properties': ""{'title': 'Sheet_Metal_Workers'}"", 'identifier': ""{'title': 'Sheet_Metal_Workers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
801,"{'label': 'Occupation', 'properties': ""{'title': 'Sheet_Metal_Workers'}"", 'identifier': ""{'title': 'Sheet_Metal_Workers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
802,"{'label': 'Occupation', 'properties': ""{'title': 'Shoe_and_Leather_Workers_and_Repairers'}"", 'identifier': ""{'title': 'Shoe_and_Leather_Workers_and_Repairers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
803,"{'label': 'Occupation', 'properties': ""{'title': 'Shoe_and_Leather_Workers_and_Repairers'}"", 'identifier': ""{'title': 'Shoe_and_Leather_Workers_and_Repairers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Artistic'}"", 'identifier': ""{'title': 'Artistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
804,"{'label': 'Occupation', 'properties': ""{'title': 'Shoe_Machine_Operators_and_Tenders'}"", 'identifier': ""{'title': 'Shoe_Machine_Operators_and_Tenders'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
805,"{'label': 'Occupation', 'properties': ""{'title': 'Shoe_Machine_Operators_and_Tenders'}"", 'identifier': ""{'title': 'Shoe_Machine_Operators_and_Tenders'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
806,"{'label': 'Occupation', 'properties': ""{'title': 'Shuttle_Drivers_and_Chauffeurs'}"", 'identifier': ""{'title': 'Shuttle_Drivers_and_Chauffeurs'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
807,"{'label': 'Occupation', 'properties': ""{'title': 'Shuttle_Drivers_and_Chauffeurs'}"", 'identifier': ""{'title': 'Shuttle_Drivers_and_Chauffeurs'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
808,"{'label': 'Occupation', 'properties': ""{'title': 'Shuttle_Drivers_and_Chauffeurs'}"", 'identifier': ""{'title': 'Shuttle_Drivers_and_Chauffeurs'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
809,"{'label': 'Occupation', 'properties': ""{'title': 'Slaughterers_and_Meat_Packers'}"", 'identifier': ""{'title': 'Slaughterers_and_Meat_Packers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
810,"{'label': 'Occupation', 'properties': ""{'title': 'Slaughterers_and_Meat_Packers'}"", 'identifier': ""{'title': 'Slaughterers_and_Meat_Packers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
811,"{'label': 'Occupation', 'properties': ""{'title': 'Solar_Photovoltaic_Installers'}"", 'identifier': ""{'title': 'Solar_Photovoltaic_Installers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
812,"{'label': 'Occupation', 'properties': ""{'title': 'Solar_Photovoltaic_Installers'}"", 'identifier': ""{'title': 'Solar_Photovoltaic_Installers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
813,"{'label': 'Occupation', 'properties': ""{'title': 'Stone_Cutters_and_Carvers,_Manufacturing'}"", 'identifier': ""{'title': 'Stone_Cutters_and_Carvers,_Manufacturing'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
814,"{'label': 'Occupation', 'properties': ""{'title': 'Stone_Cutters_and_Carvers,_Manufacturing'}"", 'identifier': ""{'title': 'Stone_Cutters_and_Carvers,_Manufacturing'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Artistic'}"", 'identifier': ""{'title': 'Artistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
815,"{'label': 'Occupation', 'properties': ""{'title': 'Stone_Cutters_and_Carvers,_Manufacturing'}"", 'identifier': ""{'title': 'Stone_Cutters_and_Carvers,_Manufacturing'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
816,"{'label': 'Occupation', 'properties': ""{'title': 'Structural_Iron_and_Steel_Workers'}"", 'identifier': ""{'title': 'Structural_Iron_and_Steel_Workers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
817,"{'label': 'Occupation', 'properties': ""{'title': 'Structural_Iron_and_Steel_Workers'}"", 'identifier': ""{'title': 'Structural_Iron_and_Steel_Workers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
818,"{'label': 'Occupation', 'properties': ""{'title': 'Subway_and_Streetcar_Operators'}"", 'identifier': ""{'title': 'Subway_and_Streetcar_Operators'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
819,"{'label': 'Occupation', 'properties': ""{'title': 'Subway_and_Streetcar_Operators'}"", 'identifier': ""{'title': 'Subway_and_Streetcar_Operators'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
820,"{'label': 'Occupation', 'properties': ""{'title': 'Tailors,_Dressmakers,_and_Custom_Sewers'}"", 'identifier': ""{'title': 'Tailors,_Dressmakers,_and_Custom_Sewers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
821,"{'label': 'Occupation', 'properties': ""{'title': 'Tailors,_Dressmakers,_and_Custom_Sewers'}"", 'identifier': ""{'title': 'Tailors,_Dressmakers,_and_Custom_Sewers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Artistic'}"", 'identifier': ""{'title': 'Artistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
822,"{'label': 'Occupation', 'properties': ""{'title': 'Tank_Car,_Truck,_and_Ship_Loaders'}"", 'identifier': ""{'title': 'Tank_Car,_Truck,_and_Ship_Loaders'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
823,"{'label': 'Occupation', 'properties': ""{'title': 'Tank_Car,_Truck,_and_Ship_Loaders'}"", 'identifier': ""{'title': 'Tank_Car,_Truck,_and_Ship_Loaders'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
824,"{'label': 'Occupation', 'properties': ""{'title': 'Tapers'}"", 'identifier': ""{'title': 'Tapers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
825,"{'label': 'Occupation', 'properties': ""{'title': 'Tapers'}"", 'identifier': ""{'title': 'Tapers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
826,"{'label': 'Occupation', 'properties': ""{'title': 'Taxi_Drivers'}"", 'identifier': ""{'title': 'Taxi_Drivers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
827,"{'label': 'Occupation', 'properties': ""{'title': 'Taxi_Drivers'}"", 'identifier': ""{'title': 'Taxi_Drivers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
828,"{'label': 'Occupation', 'properties': ""{'title': 'Team_Assemblers'}"", 'identifier': ""{'title': 'Team_Assemblers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
829,"{'label': 'Occupation', 'properties': ""{'title': 'Team_Assemblers'}"", 'identifier': ""{'title': 'Team_Assemblers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
830,"{'label': 'Occupation', 'properties': ""{'title': 'Team_Assemblers'}"", 'identifier': ""{'title': 'Team_Assemblers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Enterprising'}"", 'identifier': ""{'title': 'Enterprising'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
831,"{'label': 'Occupation', 'properties': ""{'title': 'Telecommunications_Line_Installers_and_Repairers'}"", 'identifier': ""{'title': 'Telecommunications_Line_Installers_and_Repairers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
832,"{'label': 'Occupation', 'properties': ""{'title': 'Telecommunications_Line_Installers_and_Repairers'}"", 'identifier': ""{'title': 'Telecommunications_Line_Installers_and_Repairers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
833,"{'label': 'Occupation', 'properties': ""{'title': 'Terrazzo_Workers_and_Finishers'}"", 'identifier': ""{'title': 'Terrazzo_Workers_and_Finishers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
834,"{'label': 'Occupation', 'properties': ""{'title': 'Terrazzo_Workers_and_Finishers'}"", 'identifier': ""{'title': 'Terrazzo_Workers_and_Finishers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
835,"{'label': 'Occupation', 'properties': ""{'title': 'Textile_Bleaching_and_Dyeing_Machine_Operators_and_Tenders'}"", 'identifier': ""{'title': 'Textile_Bleaching_and_Dyeing_Machine_Operators_and_Tenders'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
836,"{'label': 'Occupation', 'properties': ""{'title': 'Textile_Bleaching_and_Dyeing_Machine_Operators_and_Tenders'}"", 'identifier': ""{'title': 'Textile_Bleaching_and_Dyeing_Machine_Operators_and_Tenders'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
837,"{'label': 'Occupation', 'properties': ""{'title': 'Textile_Cutting_Machine_Setters,_Operators,_and_Tenders'}"", 'identifier': ""{'title': 'Textile_Cutting_Machine_Setters,_Operators,_and_Tenders'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
838,"{'label': 'Occupation', 'properties': ""{'title': 'Textile_Cutting_Machine_Setters,_Operators,_and_Tenders'}"", 'identifier': ""{'title': 'Textile_Cutting_Machine_Setters,_Operators,_and_Tenders'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
839,"{'label': 'Occupation', 'properties': ""{'title': 'Textile_Knitting_and_Weaving_Machine_Setters,_Operators,_and_Tenders'}"", 'identifier': ""{'title': 'Textile_Knitting_and_Weaving_Machine_Setters,_Operators,_and_Tenders'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
840,"{'label': 'Occupation', 'properties': ""{'title': 'Textile_Knitting_and_Weaving_Machine_Setters,_Operators,_and_Tenders'}"", 'identifier': ""{'title': 'Textile_Knitting_and_Weaving_Machine_Setters,_Operators,_and_Tenders'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
841,"{'label': 'Occupation', 'properties': ""{'title': 'Textile_Winding,_Twisting,_and_Drawing_Out_Machine_Setters,_Operators,_and_Tenders'}"", 'identifier': ""{'title': 'Textile_Winding,_Twisting,_and_Drawing_Out_Machine_Setters,_Operators,_and_Tenders'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
842,"{'label': 'Occupation', 'properties': ""{'title': 'Textile_Winding,_Twisting,_and_Drawing_Out_Machine_Setters,_Operators,_and_Tenders'}"", 'identifier': ""{'title': 'Textile_Winding,_Twisting,_and_Drawing_Out_Machine_Setters,_Operators,_and_Tenders'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
843,"{'label': 'Occupation', 'properties': ""{'title': 'Tile_and_Stone_Setters'}"", 'identifier': ""{'title': 'Tile_and_Stone_Setters'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
844,"{'label': 'Occupation', 'properties': ""{'title': 'Tile_and_Stone_Setters'}"", 'identifier': ""{'title': 'Tile_and_Stone_Setters'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
845,"{'label': 'Occupation', 'properties': ""{'title': 'Timing_Device_Assemblers_and_Adjusters'}"", 'identifier': ""{'title': 'Timing_Device_Assemblers_and_Adjusters'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
846,"{'label': 'Occupation', 'properties': ""{'title': 'Timing_Device_Assemblers_and_Adjusters'}"", 'identifier': ""{'title': 'Timing_Device_Assemblers_and_Adjusters'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
847,"{'label': 'Occupation', 'properties': ""{'title': 'Tire_Builders'}"", 'identifier': ""{'title': 'Tire_Builders'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
848,"{'label': 'Occupation', 'properties': ""{'title': 'Tire_Builders'}"", 'identifier': ""{'title': 'Tire_Builders'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
849,"{'label': 'Occupation', 'properties': ""{'title': 'Tire_Repairers_and_Changers'}"", 'identifier': ""{'title': 'Tire_Repairers_and_Changers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
850,"{'label': 'Occupation', 'properties': ""{'title': 'Tire_Repairers_and_Changers'}"", 'identifier': ""{'title': 'Tire_Repairers_and_Changers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
851,"{'label': 'Occupation', 'properties': ""{'title': 'Tool_Grinders,_Filers,_and_Sharpeners'}"", 'identifier': ""{'title': 'Tool_Grinders,_Filers,_and_Sharpeners'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
852,"{'label': 'Occupation', 'properties': ""{'title': 'Tool_Grinders,_Filers,_and_Sharpeners'}"", 'identifier': ""{'title': 'Tool_Grinders,_Filers,_and_Sharpeners'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
853,"{'label': 'Occupation', 'properties': ""{'title': 'Transportation_Vehicle,_Equipment_and_Systems_Inspectors,_Except_Aviation'}"", 'identifier': ""{'title': 'Transportation_Vehicle,_Equipment_and_Systems_Inspectors,_Except_Aviation'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
854,"{'label': 'Occupation', 'properties': ""{'title': 'Transportation_Vehicle,_Equipment_and_Systems_Inspectors,_Except_Aviation'}"", 'identifier': ""{'title': 'Transportation_Vehicle,_Equipment_and_Systems_Inspectors,_Except_Aviation'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
855,"{'label': 'Occupation', 'properties': ""{'title': 'Transportation_Vehicle,_Equipment_and_Systems_Inspectors,_Except_Aviation'}"", 'identifier': ""{'title': 'Transportation_Vehicle,_Equipment_and_Systems_Inspectors,_Except_Aviation'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Investigative'}"", 'identifier': ""{'title': 'Investigative'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
856,"{'label': 'Occupation', 'properties': ""{'title': 'Tree_Trimmers_and_Pruners'}"", 'identifier': ""{'title': 'Tree_Trimmers_and_Pruners'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
857,"{'label': 'Occupation', 'properties': ""{'title': 'Tree_Trimmers_and_Pruners'}"", 'identifier': ""{'title': 'Tree_Trimmers_and_Pruners'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
858,"{'label': 'Occupation', 'properties': ""{'title': 'Upholsterers'}"", 'identifier': ""{'title': 'Upholsterers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
859,"{'label': 'Occupation', 'properties': ""{'title': 'Upholsterers'}"", 'identifier': ""{'title': 'Upholsterers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Artistic'}"", 'identifier': ""{'title': 'Artistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
860,"{'label': 'Occupation', 'properties': ""{'title': 'Upholsterers'}"", 'identifier': ""{'title': 'Upholsterers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
861,"{'label': 'Occupation', 'properties': ""{'title': 'Veterinary_Assistants_and_Laboratory_Animal_Caretakers'}"", 'identifier': ""{'title': 'Veterinary_Assistants_and_Laboratory_Animal_Caretakers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
862,"{'label': 'Occupation', 'properties': ""{'title': 'Veterinary_Assistants_and_Laboratory_Animal_Caretakers'}"", 'identifier': ""{'title': 'Veterinary_Assistants_and_Laboratory_Animal_Caretakers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Investigative'}"", 'identifier': ""{'title': 'Investigative'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
863,"{'label': 'Occupation', 'properties': ""{'title': 'Veterinary_Assistants_and_Laboratory_Animal_Caretakers'}"", 'identifier': ""{'title': 'Veterinary_Assistants_and_Laboratory_Animal_Caretakers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
864,"{'label': 'Occupation', 'properties': ""{'title': 'Weatherization_Installers_and_Technicians'}"", 'identifier': ""{'title': 'Weatherization_Installers_and_Technicians'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
865,"{'label': 'Occupation', 'properties': ""{'title': 'Weatherization_Installers_and_Technicians'}"", 'identifier': ""{'title': 'Weatherization_Installers_and_Technicians'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}","{'label': 'need_for_personality_trait', 'properties': '{}'}"
