Node_1,Node_2,Relation
"{'label': 'Occupation', 'properties': ""{'title': 'Postal Service Mail Sorters, Processors, and Processing Machine Operators'}"", 'identifier': ""{'title': 'Postal Service Mail Sorters, Processors, and Processing Machine Operators'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 50, 'level': '37', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Stonemasons'}"", 'identifier': ""{'title': 'Stonemasons'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 50, 'level': '37', 'job_zone': 3}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Brickmasons and Blockmasons'}"", 'identifier': ""{'title': 'Brickmasons and Blockmasons'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 50, 'level': '36', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Cabinetmakers and Bench Carpenters'}"", 'identifier': ""{'title': 'Cabinetmakers and Bench Carpenters'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 50, 'level': '36', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic'}"", 'identifier': ""{'title': 'Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 50, 'level': '36', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Food Servers, Nonrestaurant'}"", 'identifier': ""{'title': 'Food Servers, Nonrestaurant'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 50, 'level': '36', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic'}"", 'identifier': ""{'title': 'Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 50, 'level': '36', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Roofers'}"", 'identifier': ""{'title': 'Roofers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 50, 'level': '36', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Structural Metal Fabricators and Fitters'}"", 'identifier': ""{'title': 'Structural Metal Fabricators and Fitters'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 50, 'level': '36', 'job_zone': 3}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Woodworking Machine Setters, Operators, and Tenders, Except Sawing'}"", 'identifier': ""{'title': 'Woodworking Machine Setters, Operators, and Tenders, Except Sawing'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 50, 'level': '36', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Railroad Brake, Signal, and Switch Operators and Locomotive Firers'}"", 'identifier': ""{'title': 'Railroad Brake, Signal, and Switch Operators and Locomotive Firers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 50, 'level': '35', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Furniture Finishers'}"", 'identifier': ""{'title': 'Furniture Finishers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 50, 'level': '34', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Helpers--Carpenters'}"", 'identifier': ""{'title': 'Helpers--Carpenters'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 50, 'level': '34', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Helpers--Installation, Maintenance, and Repair Workers'}"", 'identifier': ""{'title': 'Helpers--Installation, Maintenance, and Repair Workers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 50, 'level': '34', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic'}"", 'identifier': ""{'title': 'Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 50, 'level': '34', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Paperhangers'}"", 'identifier': ""{'title': 'Paperhangers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 50, 'level': '34', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Rail Car Repairers'}"", 'identifier': ""{'title': 'Rail Car Repairers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 50, 'level': '34', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Structural Iron and Steel Workers'}"", 'identifier': ""{'title': 'Structural Iron and Steel Workers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 50, 'level': '34', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Bus Drivers, Transit and Intercity'}"", 'identifier': ""{'title': 'Bus Drivers, Transit and Intercity'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 50, 'level': '32', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Continuous Mining Machine Operators'}"", 'identifier': ""{'title': 'Continuous Mining Machine Operators'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 50, 'level': '32', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Insulation Workers, Floor, Ceiling, and Wall'}"", 'identifier': ""{'title': 'Insulation Workers, Floor, Ceiling, and Wall'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 50, 'level': '32', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Roof Bolters, Mining'}"", 'identifier': ""{'title': 'Roof Bolters, Mining'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 50, 'level': '32', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Shoe and Leather Workers and Repairers'}"", 'identifier': ""{'title': 'Shoe and Leather Workers and Repairers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 50, 'level': '32', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Tire Repairers and Changers'}"", 'identifier': ""{'title': 'Tire Repairers and Changers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 50, 'level': '32', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Fence Erectors'}"", 'identifier': ""{'title': 'Fence Erectors'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 50, 'level': '30', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Food Preparation Workers'}"", 'identifier': ""{'title': 'Food Preparation Workers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 50, 'level': '30', 'job_zone': 1}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Janitors and Cleaners, Except Maids and Housekeeping Cleaners'}"", 'identifier': ""{'title': 'Janitors and Cleaners, Except Maids and Housekeeping Cleaners'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 50, 'level': '30', 'job_zone': 3}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Orderlies'}"", 'identifier': ""{'title': 'Orderlies'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 50, 'level': '30', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Textile Cutting Machine Setters, Operators, and Tenders'}"", 'identifier': ""{'title': 'Textile Cutting Machine Setters, Operators, and Tenders'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 50, 'level': '30', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons'}"", 'identifier': ""{'title': 'Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 50, 'level': '29', 'job_zone': 1}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Fishing and Hunting Workers'}"", 'identifier': ""{'title': 'Fishing and Hunting Workers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 49, 'level': '38', 'job_zone': 1}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Jewelers and Precious Stone and Metal Workers'}"", 'identifier': ""{'title': 'Jewelers and Precious Stone and Metal Workers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 49, 'level': '37', 'job_zone': 3}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Dancers'}"", 'identifier': ""{'title': 'Dancers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 47, 'level': '43', 'job_zone': 3}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Data Entry Keyers'}"", 'identifier': ""{'title': 'Data Entry Keyers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 47, 'level': '43', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Medical Equipment Repairers'}"", 'identifier': ""{'title': 'Medical Equipment Repairers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 47, 'level': '43', 'job_zone': 3}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Pipelayers'}"", 'identifier': ""{'title': 'Pipelayers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 47, 'level': '43', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Boilermakers'}"", 'identifier': ""{'title': 'Boilermakers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 47, 'level': '41', 'job_zone': 3}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Electrical Power-Line Installers and Repairers'}"", 'identifier': ""{'title': 'Electrical Power-Line Installers and Repairers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 47, 'level': '41', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Forging Machine Setters, Operators, and Tenders, Metal and Plastic'}"", 'identifier': ""{'title': 'Forging Machine Setters, Operators, and Tenders, Metal and Plastic'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 47, 'level': '41', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Potters, Manufacturing'}"", 'identifier': ""{'title': 'Potters, Manufacturing'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 47, 'level': '41', 'job_zone': 3}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Semiconductor Processing Technicians'}"", 'identifier': ""{'title': 'Semiconductor Processing Technicians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 47, 'level': '41', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders'}"", 'identifier': ""{'title': 'Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 47, 'level': '41', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Animal Caretakers'}"", 'identifier': ""{'title': 'Animal Caretakers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 47, 'level': '39', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Electrical and Electronic Equipment Assemblers'}"", 'identifier': ""{'title': 'Electrical and Electronic Equipment Assemblers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 47, 'level': '39', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Maintenance Workers, Machinery'}"", 'identifier': ""{'title': 'Maintenance Workers, Machinery'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 47, 'level': '39', 'job_zone': 3}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Stockers and Order Fillers'}"", 'identifier': ""{'title': 'Stockers and Order Fillers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 47, 'level': '39', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Textile Bleaching and Dyeing Machine Operators and Tenders'}"", 'identifier': ""{'title': 'Textile Bleaching and Dyeing Machine Operators and Tenders'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 47, 'level': '39', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Tool and Die Makers'}"", 'identifier': ""{'title': 'Tool and Die Makers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 47, 'level': '39', 'job_zone': 3}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Coin, Vending, and Amusement Machine Servicers and Repairers'}"", 'identifier': ""{'title': 'Coin, Vending, and Amusement Machine Servicers and Repairers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 47, 'level': '37', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Insulation Workers, Mechanical'}"", 'identifier': ""{'title': 'Insulation Workers, Mechanical'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 47, 'level': '37', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic'}"", 'identifier': ""{'title': 'Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 47, 'level': '37', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Molders, Shapers, and Casters, Except Metal and Plastic'}"", 'identifier': ""{'title': 'Molders, Shapers, and Casters, Except Metal and Plastic'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 47, 'level': '37', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Ophthalmic Laboratory Technicians'}"", 'identifier': ""{'title': 'Ophthalmic Laboratory Technicians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 47, 'level': '37', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Pourers and Casters, Metal'}"", 'identifier': ""{'title': 'Pourers and Casters, Metal'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 47, 'level': '37', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Shoe Machine Operators and Tenders'}"", 'identifier': ""{'title': 'Shoe Machine Operators and Tenders'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 47, 'level': '37', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Coil Winders, Tapers, and Finishers'}"", 'identifier': ""{'title': 'Coil Winders, Tapers, and Finishers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 47, 'level': '36', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Layout Workers, Metal and Plastic'}"", 'identifier': ""{'title': 'Layout Workers, Metal and Plastic'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 47, 'level': '36', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic'}"", 'identifier': ""{'title': 'Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 47, 'level': '36', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Operating Engineers and Other Construction Equipment Operators'}"", 'identifier': ""{'title': 'Operating Engineers and Other Construction Equipment Operators'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 47, 'level': '36', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Outdoor Power Equipment and Other Small Engine Mechanics'}"", 'identifier': ""{'title': 'Outdoor Power Equipment and Other Small Engine Mechanics'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 47, 'level': '36', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Patternmakers, Wood'}"", 'identifier': ""{'title': 'Patternmakers, Wood'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 47, 'level': '36', 'job_zone': 3}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Signal and Track Switch Repairers'}"", 'identifier': ""{'title': 'Signal and Track Switch Repairers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 47, 'level': '36', 'job_zone': 3}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Grinding and Polishing Workers, Hand'}"", 'identifier': ""{'title': 'Grinding and Polishing Workers, Hand'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 47, 'level': '34', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Helpers--Extraction Workers'}"", 'identifier': ""{'title': 'Helpers--Extraction Workers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 47, 'level': '34', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Laundry and Dry-Cleaning Workers'}"", 'identifier': ""{'title': 'Laundry and Dry-Cleaning Workers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 47, 'level': '34', 'job_zone': 1}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Stone Cutters and Carvers, Manufacturing'}"", 'identifier': ""{'title': 'Stone Cutters and Carvers, Manufacturing'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 47, 'level': '34', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Textile Knitting and Weaving Machine Setters, Operators, and Tenders'}"", 'identifier': ""{'title': 'Textile Knitting and Weaving Machine Setters, Operators, and Tenders'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 47, 'level': '34', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Carpet Installers'}"", 'identifier': ""{'title': 'Carpet Installers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 47, 'level': '32', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders'}"", 'identifier': ""{'title': 'Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 47, 'level': '32', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Dredge Operators'}"", 'identifier': ""{'title': 'Dredge Operators'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 47, 'level': '32', 'job_zone': 2}""}"
"{'label': 'Occupation', 'properties': ""{'title': 'Drywall and Ceiling Tile Installers'}"", 'identifier': ""{'title': 'Drywall and Ceiling Tile Installers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Speaking'}"", 'identifier': ""{'title': 'Speaking'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 47, 'level': '32', 'job_zone': 2}""}"
