,Node_1,Node_2,Relation
203,"{'label': 'Occupation', 'properties': ""{'title': 'Anesthesiologist_Assistants'}"", 'identifier': ""{'title': 'Anesthesiologist_Assistants'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}",{'label': 'need_for_personality_trait'}
204,"{'label': 'Occupation', 'properties': ""{'title': 'Anesthesiologist_Assistants'}"", 'identifier': ""{'title': 'Anesthesiologist_Assistants'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}",{'label': 'need_for_personality_trait'}
205,"{'label': 'Occupation', 'properties': ""{'title': 'Anesthesiologist_Assistants'}"", 'identifier': ""{'title': 'Anesthesiologist_Assistants'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Investigative'}"", 'identifier': ""{'title': 'Investigative'}""}",{'label': 'need_for_personality_trait'}
206,"{'label': 'Occupation', 'properties': ""{'title': 'Anthropology_and_Archeology_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Anthropology_and_Archeology_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}",{'label': 'need_for_personality_trait'}
207,"{'label': 'Occupation', 'properties': ""{'title': 'Anthropology_and_Archeology_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Anthropology_and_Archeology_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Investigative'}"", 'identifier': ""{'title': 'Investigative'}""}",{'label': 'need_for_personality_trait'}
208,"{'label': 'Occupation', 'properties': ""{'title': 'Architecture_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Architecture_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}",{'label': 'need_for_personality_trait'}
209,"{'label': 'Occupation', 'properties': ""{'title': 'Architecture_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Architecture_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Investigative'}"", 'identifier': ""{'title': 'Investigative'}""}",{'label': 'need_for_personality_trait'}
210,"{'label': 'Occupation', 'properties': ""{'title': 'Architecture_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Architecture_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Artistic'}"", 'identifier': ""{'title': 'Artistic'}""}",{'label': 'need_for_personality_trait'}
211,"{'label': 'Occupation', 'properties': ""{'title': 'Area,_Ethnic,_and_Cultural_Studies_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Area,_Ethnic,_and_Cultural_Studies_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}",{'label': 'need_for_personality_trait'}
212,"{'label': 'Occupation', 'properties': ""{'title': 'Area,_Ethnic,_and_Cultural_Studies_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Area,_Ethnic,_and_Cultural_Studies_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Investigative'}"", 'identifier': ""{'title': 'Investigative'}""}",{'label': 'need_for_personality_trait'}
213,"{'label': 'Occupation', 'properties': ""{'title': 'Art_Therapists'}"", 'identifier': ""{'title': 'Art_Therapists'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}",{'label': 'need_for_personality_trait'}
214,"{'label': 'Occupation', 'properties': ""{'title': 'Art_Therapists'}"", 'identifier': ""{'title': 'Art_Therapists'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Artistic'}"", 'identifier': ""{'title': 'Artistic'}""}",{'label': 'need_for_personality_trait'}
215,"{'label': 'Occupation', 'properties': ""{'title': 'Art,_Drama,_and_Music_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Art,_Drama,_and_Music_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}",{'label': 'need_for_personality_trait'}
216,"{'label': 'Occupation', 'properties': ""{'title': 'Art,_Drama,_and_Music_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Art,_Drama,_and_Music_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Artistic'}"", 'identifier': ""{'title': 'Artistic'}""}",{'label': 'need_for_personality_trait'}
217,"{'label': 'Occupation', 'properties': ""{'title': 'Athletic_Trainers'}"", 'identifier': ""{'title': 'Athletic_Trainers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}",{'label': 'need_for_personality_trait'}
218,"{'label': 'Occupation', 'properties': ""{'title': 'Athletic_Trainers'}"", 'identifier': ""{'title': 'Athletic_Trainers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}",{'label': 'need_for_personality_trait'}
219,"{'label': 'Occupation', 'properties': ""{'title': 'Athletic_Trainers'}"", 'identifier': ""{'title': 'Athletic_Trainers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Investigative'}"", 'identifier': ""{'title': 'Investigative'}""}",{'label': 'need_for_personality_trait'}
220,"{'label': 'Occupation', 'properties': ""{'title': 'Atmospheric,_Earth,_Marine,_and_Space_Sciences_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Atmospheric,_Earth,_Marine,_and_Space_Sciences_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}",{'label': 'need_for_personality_trait'}
221,"{'label': 'Occupation', 'properties': ""{'title': 'Atmospheric,_Earth,_Marine,_and_Space_Sciences_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Atmospheric,_Earth,_Marine,_and_Space_Sciences_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Investigative'}"", 'identifier': ""{'title': 'Investigative'}""}",{'label': 'need_for_personality_trait'}
222,"{'label': 'Occupation', 'properties': ""{'title': 'Biological_Science_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Biological_Science_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}",{'label': 'need_for_personality_trait'}
223,"{'label': 'Occupation', 'properties': ""{'title': 'Biological_Science_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Biological_Science_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Investigative'}"", 'identifier': ""{'title': 'Investigative'}""}",{'label': 'need_for_personality_trait'}
224,"{'label': 'Occupation', 'properties': ""{'title': 'Business_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Business_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}",{'label': 'need_for_personality_trait'}
225,"{'label': 'Occupation', 'properties': ""{'title': 'Business_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Business_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Investigative'}"", 'identifier': ""{'title': 'Investigative'}""}",{'label': 'need_for_personality_trait'}
226,"{'label': 'Occupation', 'properties': ""{'title': 'Chiropractors'}"", 'identifier': ""{'title': 'Chiropractors'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}",{'label': 'need_for_personality_trait'}
227,"{'label': 'Occupation', 'properties': ""{'title': 'Chiropractors'}"", 'identifier': ""{'title': 'Chiropractors'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}",{'label': 'need_for_personality_trait'}
228,"{'label': 'Occupation', 'properties': ""{'title': 'Chiropractors'}"", 'identifier': ""{'title': 'Chiropractors'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Investigative'}"", 'identifier': ""{'title': 'Investigative'}""}",{'label': 'need_for_personality_trait'}
229,"{'label': 'Occupation', 'properties': ""{'title': 'Clergy'}"", 'identifier': ""{'title': 'Clergy'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}",{'label': 'need_for_personality_trait'}
230,"{'label': 'Occupation', 'properties': ""{'title': 'Clergy'}"", 'identifier': ""{'title': 'Clergy'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Enterprising'}"", 'identifier': ""{'title': 'Enterprising'}""}",{'label': 'need_for_personality_trait'}
231,"{'label': 'Occupation', 'properties': ""{'title': 'Clinical_and_Counseling_Psychologists'}"", 'identifier': ""{'title': 'Clinical_and_Counseling_Psychologists'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}",{'label': 'need_for_personality_trait'}
232,"{'label': 'Occupation', 'properties': ""{'title': 'Clinical_and_Counseling_Psychologists'}"", 'identifier': ""{'title': 'Clinical_and_Counseling_Psychologists'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Investigative'}"", 'identifier': ""{'title': 'Investigative'}""}",{'label': 'need_for_personality_trait'}
233,"{'label': 'Occupation', 'properties': ""{'title': 'Clinical_Nurse_Specialists'}"", 'identifier': ""{'title': 'Clinical_Nurse_Specialists'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}",{'label': 'need_for_personality_trait'}
234,"{'label': 'Occupation', 'properties': ""{'title': 'Clinical_Nurse_Specialists'}"", 'identifier': ""{'title': 'Clinical_Nurse_Specialists'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Investigative'}"", 'identifier': ""{'title': 'Investigative'}""}",{'label': 'need_for_personality_trait'}
235,"{'label': 'Occupation', 'properties': ""{'title': 'Clinical_Nurse_Specialists'}"", 'identifier': ""{'title': 'Clinical_Nurse_Specialists'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}",{'label': 'need_for_personality_trait'}
236,"{'label': 'Occupation', 'properties': ""{'title': 'Communications_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Communications_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}",{'label': 'need_for_personality_trait'}
237,"{'label': 'Occupation', 'properties': ""{'title': 'Communications_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Communications_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Investigative'}"", 'identifier': ""{'title': 'Investigative'}""}",{'label': 'need_for_personality_trait'}
238,"{'label': 'Occupation', 'properties': ""{'title': 'Computer_Science_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Computer_Science_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}",{'label': 'need_for_personality_trait'}
239,"{'label': 'Occupation', 'properties': ""{'title': 'Computer_Science_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Computer_Science_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Investigative'}"", 'identifier': ""{'title': 'Investigative'}""}",{'label': 'need_for_personality_trait'}
240,"{'label': 'Occupation', 'properties': ""{'title': 'Computer_Science_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Computer_Science_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}",{'label': 'need_for_personality_trait'}
241,"{'label': 'Occupation', 'properties': ""{'title': 'Criminal_Justice_and_Law_Enforcement_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Criminal_Justice_and_Law_Enforcement_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}",{'label': 'need_for_personality_trait'}
242,"{'label': 'Occupation', 'properties': ""{'title': 'Criminal_Justice_and_Law_Enforcement_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Criminal_Justice_and_Law_Enforcement_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Investigative'}"", 'identifier': ""{'title': 'Investigative'}""}",{'label': 'need_for_personality_trait'}
243,"{'label': 'Occupation', 'properties': ""{'title': 'Dietitians_and_Nutritionists'}"", 'identifier': ""{'title': 'Dietitians_and_Nutritionists'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}",{'label': 'need_for_personality_trait'}
244,"{'label': 'Occupation', 'properties': ""{'title': 'Dietitians_and_Nutritionists'}"", 'identifier': ""{'title': 'Dietitians_and_Nutritionists'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Investigative'}"", 'identifier': ""{'title': 'Investigative'}""}",{'label': 'need_for_personality_trait'}
245,"{'label': 'Occupation', 'properties': ""{'title': 'Economics_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Economics_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}",{'label': 'need_for_personality_trait'}
246,"{'label': 'Occupation', 'properties': ""{'title': 'Economics_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Economics_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Investigative'}"", 'identifier': ""{'title': 'Investigative'}""}",{'label': 'need_for_personality_trait'}
247,"{'label': 'Occupation', 'properties': ""{'title': 'Education_Administrators,_Kindergarten_through_Secondary'}"", 'identifier': ""{'title': 'Education_Administrators,_Kindergarten_through_Secondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}",{'label': 'need_for_personality_trait'}
248,"{'label': 'Occupation', 'properties': ""{'title': 'Education_Administrators,_Kindergarten_through_Secondary'}"", 'identifier': ""{'title': 'Education_Administrators,_Kindergarten_through_Secondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Enterprising'}"", 'identifier': ""{'title': 'Enterprising'}""}",{'label': 'need_for_personality_trait'}
249,"{'label': 'Occupation', 'properties': ""{'title': 'Education_Administrators,_Kindergarten_through_Secondary'}"", 'identifier': ""{'title': 'Education_Administrators,_Kindergarten_through_Secondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}",{'label': 'need_for_personality_trait'}
250,"{'label': 'Occupation', 'properties': ""{'title': 'Education_Administrators,_Postsecondary'}"", 'identifier': ""{'title': 'Education_Administrators,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}",{'label': 'need_for_personality_trait'}
251,"{'label': 'Occupation', 'properties': ""{'title': 'Education_Administrators,_Postsecondary'}"", 'identifier': ""{'title': 'Education_Administrators,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Enterprising'}"", 'identifier': ""{'title': 'Enterprising'}""}",{'label': 'need_for_personality_trait'}
252,"{'label': 'Occupation', 'properties': ""{'title': 'Education_Administrators,_Postsecondary'}"", 'identifier': ""{'title': 'Education_Administrators,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}",{'label': 'need_for_personality_trait'}
253,"{'label': 'Occupation', 'properties': ""{'title': 'Education_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Education_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}",{'label': 'need_for_personality_trait'}
254,"{'label': 'Occupation', 'properties': ""{'title': 'Education_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Education_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Investigative'}"", 'identifier': ""{'title': 'Investigative'}""}",{'label': 'need_for_personality_trait'}
255,"{'label': 'Occupation', 'properties': ""{'title': 'Educational,_Guidance,_and_Career_Counselors_and_Advisors'}"", 'identifier': ""{'title': 'Educational,_Guidance,_and_Career_Counselors_and_Advisors'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}",{'label': 'need_for_personality_trait'}
256,"{'label': 'Occupation', 'properties': ""{'title': 'Educational,_Guidance,_and_Career_Counselors_and_Advisors'}"", 'identifier': ""{'title': 'Educational,_Guidance,_and_Career_Counselors_and_Advisors'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Enterprising'}"", 'identifier': ""{'title': 'Enterprising'}""}",{'label': 'need_for_personality_trait'}
257,"{'label': 'Occupation', 'properties': ""{'title': 'Engineering_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Engineering_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}",{'label': 'need_for_personality_trait'}
258,"{'label': 'Occupation', 'properties': ""{'title': 'Engineering_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Engineering_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Investigative'}"", 'identifier': ""{'title': 'Investigative'}""}",{'label': 'need_for_personality_trait'}
259,"{'label': 'Occupation', 'properties': ""{'title': 'Engineering_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Engineering_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}",{'label': 'need_for_personality_trait'}
260,"{'label': 'Occupation', 'properties': ""{'title': 'English_Language_and_Literature_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'English_Language_and_Literature_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}",{'label': 'need_for_personality_trait'}
261,"{'label': 'Occupation', 'properties': ""{'title': 'English_Language_and_Literature_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'English_Language_and_Literature_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Investigative'}"", 'identifier': ""{'title': 'Investigative'}""}",{'label': 'need_for_personality_trait'}
262,"{'label': 'Occupation', 'properties': ""{'title': 'English_Language_and_Literature_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'English_Language_and_Literature_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Artistic'}"", 'identifier': ""{'title': 'Artistic'}""}",{'label': 'need_for_personality_trait'}
263,"{'label': 'Occupation', 'properties': ""{'title': 'Environmental_Science_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Environmental_Science_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}",{'label': 'need_for_personality_trait'}
264,"{'label': 'Occupation', 'properties': ""{'title': 'Environmental_Science_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Environmental_Science_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Investigative'}"", 'identifier': ""{'title': 'Investigative'}""}",{'label': 'need_for_personality_trait'}
265,"{'label': 'Occupation', 'properties': ""{'title': 'Family_and_Consumer_Sciences_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Family_and_Consumer_Sciences_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}",{'label': 'need_for_personality_trait'}
266,"{'label': 'Occupation', 'properties': ""{'title': 'Family_and_Consumer_Sciences_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Family_and_Consumer_Sciences_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Investigative'}"", 'identifier': ""{'title': 'Investigative'}""}",{'label': 'need_for_personality_trait'}
267,"{'label': 'Occupation', 'properties': ""{'title': 'Family_Medicine_Physicians'}"", 'identifier': ""{'title': 'Family_Medicine_Physicians'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}",{'label': 'need_for_personality_trait'}
268,"{'label': 'Occupation', 'properties': ""{'title': 'Family_Medicine_Physicians'}"", 'identifier': ""{'title': 'Family_Medicine_Physicians'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Investigative'}"", 'identifier': ""{'title': 'Investigative'}""}",{'label': 'need_for_personality_trait'}
269,"{'label': 'Occupation', 'properties': ""{'title': 'Farm_and_Home_Management_Educators'}"", 'identifier': ""{'title': 'Farm_and_Home_Management_Educators'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}",{'label': 'need_for_personality_trait'}
270,"{'label': 'Occupation', 'properties': ""{'title': 'Farm_and_Home_Management_Educators'}"", 'identifier': ""{'title': 'Farm_and_Home_Management_Educators'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Investigative'}"", 'identifier': ""{'title': 'Investigative'}""}",{'label': 'need_for_personality_trait'}
271,"{'label': 'Occupation', 'properties': ""{'title': 'Farm_and_Home_Management_Educators'}"", 'identifier': ""{'title': 'Farm_and_Home_Management_Educators'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Realistic'}"", 'identifier': ""{'title': 'Realistic'}""}",{'label': 'need_for_personality_trait'}
272,"{'label': 'Occupation', 'properties': ""{'title': 'Foreign_Language_and_Literature_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Foreign_Language_and_Literature_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}",{'label': 'need_for_personality_trait'}
273,"{'label': 'Occupation', 'properties': ""{'title': 'Foreign_Language_and_Literature_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Foreign_Language_and_Literature_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Investigative'}"", 'identifier': ""{'title': 'Investigative'}""}",{'label': 'need_for_personality_trait'}
274,"{'label': 'Occupation', 'properties': ""{'title': 'Forestry_and_Conservation_Science_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Forestry_and_Conservation_Science_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}",{'label': 'need_for_personality_trait'}
275,"{'label': 'Occupation', 'properties': ""{'title': 'Forestry_and_Conservation_Science_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Forestry_and_Conservation_Science_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Investigative'}"", 'identifier': ""{'title': 'Investigative'}""}",{'label': 'need_for_personality_trait'}
276,"{'label': 'Occupation', 'properties': ""{'title': 'Geography_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Geography_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}",{'label': 'need_for_personality_trait'}
277,"{'label': 'Occupation', 'properties': ""{'title': 'Geography_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Geography_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Investigative'}"", 'identifier': ""{'title': 'Investigative'}""}",{'label': 'need_for_personality_trait'}
278,"{'label': 'Occupation', 'properties': ""{'title': 'Health_Specialties_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Health_Specialties_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}",{'label': 'need_for_personality_trait'}
279,"{'label': 'Occupation', 'properties': ""{'title': 'Health_Specialties_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Health_Specialties_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Investigative'}"", 'identifier': ""{'title': 'Investigative'}""}",{'label': 'need_for_personality_trait'}
280,"{'label': 'Occupation', 'properties': ""{'title': 'Healthcare_Social_Workers'}"", 'identifier': ""{'title': 'Healthcare_Social_Workers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}",{'label': 'need_for_personality_trait'}
281,"{'label': 'Occupation', 'properties': ""{'title': 'Healthcare_Social_Workers'}"", 'identifier': ""{'title': 'Healthcare_Social_Workers'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Investigative'}"", 'identifier': ""{'title': 'Investigative'}""}",{'label': 'need_for_personality_trait'}
282,"{'label': 'Occupation', 'properties': ""{'title': 'History_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'History_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}",{'label': 'need_for_personality_trait'}
283,"{'label': 'Occupation', 'properties': ""{'title': 'History_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'History_Teachers,_Postsecondary'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Investigative'}"", 'identifier': ""{'title': 'Investigative'}""}",{'label': 'need_for_personality_trait'}
284,"{'label': 'Occupation', 'properties': ""{'title': 'Hospitalists'}"", 'identifier': ""{'title': 'Hospitalists'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}",{'label': 'need_for_personality_trait'}
285,"{'label': 'Occupation', 'properties': ""{'title': 'Hospitalists'}"", 'identifier': ""{'title': 'Hospitalists'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Investigative'}"", 'identifier': ""{'title': 'Investigative'}""}",{'label': 'need_for_personality_trait'}
286,"{'label': 'Occupation', 'properties': ""{'title': 'Hospitalists'}"", 'identifier': ""{'title': 'Hospitalists'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}",{'label': 'need_for_personality_trait'}
287,"{'label': 'Occupation', 'properties': ""{'title': 'Instructional_Coordinators'}"", 'identifier': ""{'title': 'Instructional_Coordinators'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Social'}"", 'identifier': ""{'title': 'Social'}""}",{'label': 'need_for_personality_trait'}
288,"{'label': 'Occupation', 'properties': ""{'title': 'Instructional_Coordinators'}"", 'identifier': ""{'title': 'Instructional_Coordinators'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Enterprising'}"", 'identifier': ""{'title': 'Enterprising'}""}",{'label': 'need_for_personality_trait'}
289,"{'label': 'Occupation', 'properties': ""{'title': 'Instructional_Coordinators'}"", 'identifier': ""{'title': 'Instructional_Coordinators'}""}","{'label': 'Personality_Trait', 'properties': ""{'title': 'Conventional'}"", 'identifier': ""{'title': 'Conventional'}""}",{'label': 'need_for_personality_trait'}
