Importance,Level,Job Zone,Occupation,Ability,Category
53,46,2,Rail-Track Laying and Maintenance Equipment Operators,Oral Comprehension,Verbal Abilities
53,45,2,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Oral Comprehension,Verbal Abilities
53,45,2,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Oral Comprehension,Verbal Abilities
53,45,2,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Oral Comprehension,Verbal Abilities
53,45,2,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Oral Comprehension,Verbal Abilities
53,45,2,Furniture Finishers,Oral Comprehension,Verbal Abilities
53,45,2,Gas Compressor and Gas Pumping Station Operators,Oral Comprehension,Verbal Abilities
53,45,2,"Grinding and Polishing Workers, Hand",Oral Comprehension,Verbal Abilities
53,45,2,"Laborers and Freight, Stock, and Material Movers, Hand",Oral Comprehension,Verbal Abilities
53,45,3,Machinists,Oral Comprehension,Verbal Abilities
53,45,2,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Oral Comprehension,Verbal Abilities
53,45,2,"Office Machine Operators, Except Computer",Oral Comprehension,Verbal Abilities
53,45,2,Outdoor Power Equipment and Other Small Engine Mechanics,Oral Comprehension,Verbal Abilities
53,45,2,"Painters, Construction and Maintenance",Oral Comprehension,Verbal Abilities
53,45,3,Prepress Technicians and Workers,Oral Comprehension,Verbal Abilities
53,45,2,Sheet Metal Workers,Oral Comprehension,Verbal Abilities
53,45,2,"Shipping, Receiving, and Inventory Clerks",Oral Comprehension,Verbal Abilities
53,45,2,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Oral Comprehension,Verbal Abilities
53,45,2,Tile and Stone Setters,Oral Comprehension,Verbal Abilities
53,45,2,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Oral Comprehension,Verbal Abilities
53,43,2,Butchers and Meat Cutters,Oral Comprehension,Verbal Abilities
53,43,1,Cement Masons and Concrete Finishers,Oral Comprehension,Verbal Abilities
53,43,2,"Coin, Vending, and Amusement Machine Servicers and Repairers",Oral Comprehension,Verbal Abilities
53,43,2,Drywall and Ceiling Tile Installers,Oral Comprehension,Verbal Abilities
53,43,1,Floor Sanders and Finishers,Oral Comprehension,Verbal Abilities
53,43,2,Heavy and Tractor-Trailer Truck Drivers,Oral Comprehension,Verbal Abilities
53,43,2,"Insulation Workers, Mechanical",Oral Comprehension,Verbal Abilities
53,43,2,Light Truck Drivers,Oral Comprehension,Verbal Abilities
53,43,2,Packaging and Filling Machine Operators and Tenders,Oral Comprehension,Verbal Abilities
53,43,1,"Roustabouts, Oil and Gas",Oral Comprehension,Verbal Abilities
53,43,2,Textile Bleaching and Dyeing Machine Operators and Tenders,Oral Comprehension,Verbal Abilities
53,43,2,Timing Device Assemblers and Adjusters,Oral Comprehension,Verbal Abilities
53,41,1,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",Oral Comprehension,Verbal Abilities
53,41,2,Recycling and Reclamation Workers,Oral Comprehension,Verbal Abilities
50,55,3,"Mobile Heavy Equipment Mechanics, Except Engines",Oral Comprehension,Verbal Abilities
50,54,3,Signal and Track Switch Repairers,Oral Comprehension,Verbal Abilities
50,52,2,Biomass Plant Technicians,Oral Comprehension,Verbal Abilities
50,52,3,Gem and Diamond Workers,Oral Comprehension,Verbal Abilities
50,52,2,Postal Service Mail Carriers,Oral Comprehension,Verbal Abilities
50,50,2,Glaziers,Oral Comprehension,Verbal Abilities
50,50,2,"Layout Workers, Metal and Plastic",Oral Comprehension,Verbal Abilities
50,48,2,Cabinetmakers and Bench Carpenters,Oral Comprehension,Verbal Abilities
50,48,3,Camera and Photographic Equipment Repairers,Oral Comprehension,Verbal Abilities
50,48,2,Carpet Installers,Oral Comprehension,Verbal Abilities
50,48,3,"Cooks, Private Household",Oral Comprehension,Verbal Abilities
50,48,3,Industrial Machinery Mechanics,Oral Comprehension,Verbal Abilities
50,48,2,"Roof Bolters, Mining",Oral Comprehension,Verbal Abilities
50,46,2,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Oral Comprehension,Verbal Abilities
50,46,2,Helpers--Carpenters,Oral Comprehension,Verbal Abilities
50,46,3,Watch and Clock Repairers,Oral Comprehension,Verbal Abilities
50,45,2,Animal Breeders,Oral Comprehension,Verbal Abilities
50,45,2,Brickmasons and Blockmasons,Oral Comprehension,Verbal Abilities
50,45,2,Bridge and Lock Tenders,Oral Comprehension,Verbal Abilities
50,45,1,"Cutters and Trimmers, Hand",Oral Comprehension,Verbal Abilities
50,45,2,Electromechanical Equipment Assemblers,Oral Comprehension,Verbal Abilities
50,45,2,Engine and Other Machine Assemblers,Oral Comprehension,Verbal Abilities
50,45,2,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Oral Comprehension,Verbal Abilities
50,45,1,Fishing and Hunting Workers,Oral Comprehension,Verbal Abilities
50,45,2,"Glass Blowers, Molders, Benders, and Finishers",Oral Comprehension,Verbal Abilities
50,45,2,Industrial Truck and Tractor Operators,Oral Comprehension,Verbal Abilities
50,45,2,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Oral Comprehension,Verbal Abilities
50,45,2,Pile Driver Operators,Oral Comprehension,Verbal Abilities
50,45,2,Tire Repairers and Changers,Oral Comprehension,Verbal Abilities
50,45,2,"Welders, Cutters, Solderers, and Brazers",Oral Comprehension,Verbal Abilities
50,43,2,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Oral Comprehension,Verbal Abilities
50,43,2,"Cooks, Restaurant",Oral Comprehension,Verbal Abilities
50,43,2,Cooling and Freezing Equipment Operators and Tenders,Oral Comprehension,Verbal Abilities
50,43,3,Craft Artists,Oral Comprehension,Verbal Abilities
50,43,2,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Oral Comprehension,Verbal Abilities
50,43,2,Fence Erectors,Oral Comprehension,Verbal Abilities
50,43,2,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Oral Comprehension,Verbal Abilities
50,43,2,"Loading and Moving Machine Operators, Underground Mining",Oral Comprehension,Verbal Abilities
50,43,2,Machine Feeders and Offbearers,Oral Comprehension,Verbal Abilities
50,43,1,"Meat, Poultry, and Fish Cutters and Trimmers",Oral Comprehension,Verbal Abilities
50,43,2,"Packers and Packagers, Hand",Oral Comprehension,Verbal Abilities
50,43,1,"Painting, Coating, and Decorating Workers",Oral Comprehension,Verbal Abilities
50,43,2,"Paper Goods Machine Setters, Operators, and Tenders",Oral Comprehension,Verbal Abilities
50,43,3,"Patternmakers, Metal and Plastic",Oral Comprehension,Verbal Abilities
50,43,2,"Paving, Surfacing, and Tamping Equipment Operators",Oral Comprehension,Verbal Abilities
50,43,2,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",Oral Comprehension,Verbal Abilities
50,43,3,"Potters, Manufacturing",Oral Comprehension,Verbal Abilities
50,43,1,"Rock Splitters, Quarry",Oral Comprehension,Verbal Abilities
50,43,2,Shoe and Leather Workers and Repairers,Oral Comprehension,Verbal Abilities
50,43,3,Structural Metal Fabricators and Fitters,Oral Comprehension,Verbal Abilities
50,43,2,"Textile Cutting Machine Setters, Operators, and Tenders",Oral Comprehension,Verbal Abilities
50,43,2,Upholsterers,Oral Comprehension,Verbal Abilities
50,41,2,Automotive Glass Installers and Repairers,Oral Comprehension,Verbal Abilities
50,41,2,"Coil Winders, Tapers, and Finishers",Oral Comprehension,Verbal Abilities
50,41,2,Foundry Mold and Coremakers,Oral Comprehension,Verbal Abilities
50,41,1,"Graders and Sorters, Agricultural Products",Oral Comprehension,Verbal Abilities
50,41,2,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",Oral Comprehension,Verbal Abilities
50,41,2,Helpers--Production Workers,Oral Comprehension,Verbal Abilities
50,41,3,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Oral Comprehension,Verbal Abilities
50,41,1,Laundry and Dry-Cleaning Workers,Oral Comprehension,Verbal Abilities
50,41,1,Logging Equipment Operators,Oral Comprehension,Verbal Abilities
50,41,1,Maids and Housekeeping Cleaners,Oral Comprehension,Verbal Abilities
50,41,2,Paperhangers,Oral Comprehension,Verbal Abilities
50,41,2,Refuse and Recyclable Material Collectors,Oral Comprehension,Verbal Abilities
50,41,2,"Stone Cutters and Carvers, Manufacturing",Oral Comprehension,Verbal Abilities
50,39,1,Dining Room and Cafeteria Attendants and Bartender Helpers,Oral Comprehension,Verbal Abilities
50,39,2,Helpers--Roofers,Oral Comprehension,Verbal Abilities
50,39,1,Plasterers and Stucco Masons,Oral Comprehension,Verbal Abilities
50,39,2,Slaughterers and Meat Packers,Oral Comprehension,Verbal Abilities
50,39,2,Tapers,Oral Comprehension,Verbal Abilities
50,39,2,Tire Builders,Oral Comprehension,Verbal Abilities
50,36,1,Fallers,Oral Comprehension,Verbal Abilities
50,30,1,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Oral Comprehension,Verbal Abilities
49,47,3,Jewelers and Precious Stone and Metal Workers,Oral Comprehension,Verbal Abilities
47,52,2,Ophthalmic Laboratory Technicians,Oral Comprehension,Verbal Abilities
47,50,2,Continuous Mining Machine Operators,Oral Comprehension,Verbal Abilities
47,46,2,Dredge Operators,Oral Comprehension,Verbal Abilities
47,45,2,"Tool Grinders, Filers, and Sharpeners",Oral Comprehension,Verbal Abilities
47,43,2,Cleaners of Vehicles and Equipment,Oral Comprehension,Verbal Abilities
47,43,1,Food Preparation Workers,Oral Comprehension,Verbal Abilities
47,43,1,Landscaping and Groundskeeping Workers,Oral Comprehension,Verbal Abilities
47,43,2,Metal-Refining Furnace Operators and Tenders,Oral Comprehension,Verbal Abilities
47,43,2,Models,Oral Comprehension,Verbal Abilities
47,43,2,Rail Car Repairers,Oral Comprehension,Verbal Abilities
47,43,2,"Sawing Machine Setters, Operators, and Tenders, Wood",Oral Comprehension,Verbal Abilities
47,41,2,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Oral Comprehension,Verbal Abilities
47,41,2,"Insulation Workers, Floor, Ceiling, and Wall",Oral Comprehension,Verbal Abilities
47,41,2,Reinforcing Iron and Rebar Workers,Oral Comprehension,Verbal Abilities
47,41,2,Terrazzo Workers and Finishers,Oral Comprehension,Verbal Abilities
47,41,2,Wellhead Pumpers,Oral Comprehension,Verbal Abilities
47,39,2,Manicurists and Pedicurists,Oral Comprehension,Verbal Abilities
47,34,1,Sewing Machine Operators,Oral Comprehension,Verbal Abilities
47,32,1,Dishwashers,Oral Comprehension,Verbal Abilities
44,39,2,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Oral Comprehension,Verbal Abilities
41,34,2,"Sewers, Hand",Oral Comprehension,Verbal Abilities
38,29,1,"Pressers, Textile, Garment, and Related Materials",Oral Comprehension,Verbal Abilities
78,68,5,"Architects, Except Landscape and Naval",Visualization,Spatial Orientation
75,64,5,Set and Exhibit Designers,Visualization,Spatial Orientation
75,61,3,Fabric and Apparel Patternmakers,Visualization,Spatial Orientation
75,61,3,"Fine Artists, Including Painters, Sculptors, and Illustrators",Visualization,Spatial Orientation
75,59,4,Interior Designers,Visualization,Spatial Orientation
75,59,4,Landscape Architects,Visualization,Spatial Orientation
75,57,4,Manufacturing Engineers,Visualization,Spatial Orientation
75,57,4,Special Effects Artists and Animators,Visualization,Spatial Orientation
75,55,2,Structural Iron and Steel Workers,Visualization,Spatial Orientation
72,66,4,Robotics Engineers,Visualization,Spatial Orientation
72,59,4,Construction Managers,Visualization,Spatial Orientation
72,57,2,Carpenters,Visualization,Spatial Orientation
72,57,3,Desktop Publishers,Visualization,Spatial Orientation
72,57,3,Photographers,Visualization,Spatial Orientation
72,57,4,Transportation Planners,Visualization,Spatial Orientation
72,55,4,Art Directors,Visualization,Spatial Orientation
72,55,3,Merchandise Displayers and Window Trimmers,Visualization,Spatial Orientation
72,54,2,Bicycle Repairers,Visualization,Spatial Orientation
72,50,2,Floral Designers,Visualization,Spatial Orientation
72,48,2,"Tailors, Dressmakers, and Custom Sewers",Visualization,Spatial Orientation
69,63,4,Marine Engineers and Naval Architects,Visualization,Spatial Orientation
69,61,5,Architectural and Engineering Managers,Visualization,Spatial Orientation
69,61,4,Commercial and Industrial Designers,Visualization,Spatial Orientation
69,61,2,Manufactured Building and Mobile Home Installers,Visualization,Spatial Orientation
69,59,4,Automotive Engineers,Visualization,Spatial Orientation
69,59,4,Civil Engineers,Visualization,Spatial Orientation
69,59,4,Transportation Engineers,Visualization,Spatial Orientation
69,57,4,Water/Wastewater Engineers,Visualization,Spatial Orientation
69,55,2,"Layout Workers, Metal and Plastic",Visualization,Spatial Orientation
69,55,2,Millwrights,Visualization,Spatial Orientation
69,55,3,Robotics Technicians,Visualization,Spatial Orientation
69,55,3,Tool and Die Makers,Visualization,Spatial Orientation
69,54,3,Camera and Photographic Equipment Repairers,Visualization,Spatial Orientation
69,54,3,"Camera Operators, Television, Video, and Film",Visualization,Spatial Orientation
69,54,3,Medical Appliance Technicians,Visualization,Spatial Orientation
69,54,2,Tile and Stone Setters,Visualization,Spatial Orientation
69,48,4,Agricultural Engineers,Visualization,Spatial Orientation
66,61,5,Physicists,Visualization,Spatial Orientation
66,57,3,Civil Engineering Technologists and Technicians,Visualization,Spatial Orientation
66,57,5,Orthotists and Prosthetists,Visualization,Spatial Orientation
66,57,4,Producers and Directors,Visualization,Spatial Orientation
66,57,2,Sheet Metal Workers,Visualization,Spatial Orientation
66,55,2,Brickmasons and Blockmasons,Visualization,Spatial Orientation
66,55,3,Electrical and Electronics Drafters,Visualization,Spatial Orientation
66,55,2,"Glass Blowers, Molders, Benders, and Finishers",Visualization,Spatial Orientation
66,55,3,"Model Makers, Metal and Plastic",Visualization,Spatial Orientation
66,55,2,Upholsterers,Visualization,Spatial Orientation
66,54,4,Bioengineers and Biomedical Engineers,Visualization,Spatial Orientation
66,54,2,Dental Laboratory Technicians,Visualization,Spatial Orientation
66,54,3,Farm Equipment Mechanics and Service Technicians,Visualization,Spatial Orientation
66,54,4,Film and Video Editors,Visualization,Spatial Orientation
66,54,3,"Potters, Manufacturing",Visualization,Spatial Orientation
66,54,2,Solar Photovoltaic Installers,Visualization,Spatial Orientation
66,52,3,"Electronic Equipment Installers and Repairers, Motor Vehicles",Visualization,Spatial Orientation
66,52,3,Fashion Designers,Visualization,Spatial Orientation
66,52,3,Signal and Track Switch Repairers,Visualization,Spatial Orientation
63,64,3,Air Traffic Controllers,Visualization,Spatial Orientation
63,59,3,Architectural and Civil Drafters,Visualization,Spatial Orientation
63,59,5,"Architecture Teachers, Postsecondary",Visualization,Spatial Orientation
63,57,3,Mechanical Drafters,Visualization,Spatial Orientation
63,57,3,"Mobile Heavy Equipment Mechanics, Except Engines",Visualization,Spatial Orientation
63,55,2,Cabinetmakers and Bench Carpenters,Visualization,Spatial Orientation
63,55,3,Craft Artists,Visualization,Spatial Orientation
63,55,4,Mechanical Engineers,Visualization,Spatial Orientation
63,54,3,Audiovisual Equipment Installers and Repairers,Visualization,Spatial Orientation
63,54,3,Musical Instrument Repairers and Tuners,Visualization,Spatial Orientation
63,52,4,Choreographers,Visualization,Spatial Orientation
63,52,3,"Hairdressers, Hairstylists, and Cosmetologists",Visualization,Spatial Orientation
63,52,5,Microsystems Engineers,Visualization,Spatial Orientation
60,63,4,Coaches and Scouts,Visualization,Spatial Orientation
60,59,4,"Electronics Engineers, Except Computer",Visualization,Spatial Orientation
60,59,5,Prosthodontists,Visualization,Spatial Orientation
60,57,4,"Airline Pilots, Copilots, and Flight Engineers",Visualization,Spatial Orientation
60,57,3,Electricians,Visualization,Spatial Orientation
60,57,4,"Mining and Geological Engineers, Including Mining Safety Engineers",Visualization,Spatial Orientation
60,55,2,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Visualization,Spatial Orientation
60,55,2,Automotive Body and Related Repairers,Visualization,Spatial Orientation
60,55,3,Computer Numerically Controlled Tool Programmers,Visualization,Spatial Orientation
60,55,2,Furniture Finishers,Visualization,Spatial Orientation
60,55,3,Mechanical Engineering Technologists and Technicians,Visualization,Spatial Orientation
60,55,3,"Model Makers, Wood",Visualization,Spatial Orientation
60,55,2,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Visualization,Spatial Orientation
60,55,2,Outdoor Power Equipment and Other Small Engine Mechanics,Visualization,Spatial Orientation
60,54,3,"Maintenance and Repair Workers, General",Visualization,Spatial Orientation
60,52,3,Automotive Service Technicians and Mechanics,Visualization,Spatial Orientation
60,52,3,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Visualization,Spatial Orientation
60,52,5,Neurologists,Visualization,Spatial Orientation
60,50,3,"Computer, Automated Teller, and Office Machine Repairers",Visualization,Spatial Orientation
60,50,2,Rail-Track Laying and Maintenance Equipment Operators,Visualization,Spatial Orientation
60,48,2,"Cutting and Slicing Machine Setters, Operators, and Tenders",Visualization,Spatial Orientation
60,48,2,"Tool Grinders, Filers, and Sharpeners",Visualization,Spatial Orientation
60,46,3,Aviation Inspectors,Visualization,Spatial Orientation
60,46,3,Boilermakers,Visualization,Spatial Orientation
56,59,5,Oral and Maxillofacial Surgeons,Visualization,Spatial Orientation
56,59,4,Photonics Engineers,Visualization,Spatial Orientation
56,57,3,Industrial Machinery Mechanics,Visualization,Spatial Orientation
56,57,3,Medical Equipment Repairers,Visualization,Spatial Orientation
56,55,3,Avionics Technicians,Visualization,Spatial Orientation
56,55,4,Computer Hardware Engineers,Visualization,Spatial Orientation
56,55,5,Curators,Visualization,Spatial Orientation
56,55,2,Engine and Other Machine Assemblers,Visualization,Spatial Orientation
56,55,4,Fuel Cell Engineers,Visualization,Spatial Orientation
56,55,3,"Makeup Artists, Theatrical and Performance",Visualization,Spatial Orientation
56,55,4,Materials Engineers,Visualization,Spatial Orientation
56,55,3,"Patternmakers, Wood",Visualization,Spatial Orientation
56,54,3,Aerospace Engineering and Operations Technologists and Technicians,Visualization,Spatial Orientation
56,54,3,Bus and Truck Mechanics and Diesel Engine Specialists,Visualization,Spatial Orientation
56,54,4,Chemical Engineers,Visualization,Spatial Orientation
56,54,2,Computer Numerically Controlled Tool Operators,Visualization,Spatial Orientation
56,54,5,"Dentists, General",Visualization,Spatial Orientation
56,54,3,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Visualization,Spatial Orientation
56,54,2,Geothermal Technicians,Visualization,Spatial Orientation
56,54,2,Home Appliance Repairers,Visualization,Spatial Orientation
56,54,3,Industrial Engineering Technologists and Technicians,Visualization,Spatial Orientation
56,54,2,Locksmiths and Safe Repairers,Visualization,Spatial Orientation
56,54,4,Mechatronics Engineers,Visualization,Spatial Orientation
56,54,3,"Plumbers, Pipefitters, and Steamfitters",Visualization,Spatial Orientation
56,54,3,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Visualization,Spatial Orientation
56,54,4,Video Game Designers,Visualization,Spatial Orientation
56,52,2,Aircraft Cargo Handling Supervisors,Visualization,Spatial Orientation
56,52,5,Computer and Information Research Scientists,Visualization,Spatial Orientation
56,52,3,"Electric Motor, Power Tool, and Related Repairers",Visualization,Spatial Orientation
56,52,3,Electrical and Electronic Engineering Technologists and Technicians,Visualization,Spatial Orientation
56,52,4,"Energy Engineers, Except Wind and Solar",Visualization,Spatial Orientation
56,52,4,Fire-Prevention and Protection Engineers,Visualization,Spatial Orientation
56,52,3,Forest and Conservation Technicians,Visualization,Spatial Orientation
56,52,4,Geodetic Surveyors,Visualization,Spatial Orientation
56,52,5,Radiologists,Visualization,Spatial Orientation
56,52,4,Remote Sensing Technicians,Visualization,Spatial Orientation
56,52,3,Ship Engineers,Visualization,Spatial Orientation
56,52,5,Sports Medicine Physicians,Visualization,Spatial Orientation
56,52,3,Wind Turbine Service Technicians,Visualization,Spatial Orientation
56,51,4,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Visualization,Spatial Orientation
56,50,5,Anthropologists and Archeologists,Visualization,Spatial Orientation
56,50,2,Carpet Installers,Visualization,Spatial Orientation
56,50,2,Drywall and Ceiling Tile Installers,Visualization,Spatial Orientation
56,50,3,Elevator and Escalator Installers and Repairers,Visualization,Spatial Orientation
56,50,3,Firefighters,Visualization,Spatial Orientation
56,49,4,Geographic Information Systems Technologists and Technicians,Visualization,Spatial Orientation
56,48,4,Aerospace Engineers,Visualization,Spatial Orientation
56,48,5,Biochemists and Biophysicists,Visualization,Spatial Orientation
56,48,4,Cartographers and Photogrammetrists,Visualization,Spatial Orientation
56,48,1,"Derrick Operators, Oil and Gas",Visualization,Spatial Orientation
56,48,2,Fiberglass Laminators and Fabricators,Visualization,Spatial Orientation
56,48,3,Hazardous Materials Removal Workers,Visualization,Spatial Orientation
56,48,3,Hydroelectric Plant Technicians,Visualization,Spatial Orientation
56,48,3,Hydroelectric Production Managers,Visualization,Spatial Orientation
56,48,4,Museum Technicians and Conservators,Visualization,Spatial Orientation
56,48,3,"Patternmakers, Metal and Plastic",Visualization,Spatial Orientation
56,48,2,Print Binding and Finishing Workers,Visualization,Spatial Orientation
56,48,2,"Sewers, Hand",Visualization,Spatial Orientation
56,48,3,Stonemasons,Visualization,Spatial Orientation
56,46,3,"Captains, Mates, and Pilots of Water Vessels",Visualization,Spatial Orientation
56,46,1,Cement Masons and Concrete Finishers,Visualization,Spatial Orientation
56,46,2,"Earth Drillers, Except Oil and Gas",Visualization,Spatial Orientation
56,46,3,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Visualization,Spatial Orientation
56,46,3,Government Property Inspectors and Investigators,Visualization,Spatial Orientation
56,46,4,Petroleum Engineers,Visualization,Spatial Orientation
56,46,3,Prepress Technicians and Workers,Visualization,Spatial Orientation
56,46,2,"Stone Cutters and Carvers, Manufacturing",Visualization,Spatial Orientation
56,46,3,Watch and Clock Repairers,Visualization,Spatial Orientation
56,46,2,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Visualization,Spatial Orientation
56,45,4,Advertising and Promotions Managers,Visualization,Spatial Orientation
56,45,3,"Maintenance Workers, Machinery",Visualization,Spatial Orientation
56,43,2,Helpers--Roofers,Visualization,Spatial Orientation
56,41,2,Hoist and Winch Operators,Visualization,Spatial Orientation
55,Not available,3,Jewelers and Precious Stone and Metal Workers,Visualization,Spatial Orientation
53,57,3,Aircraft Mechanics and Service Technicians,Visualization,Spatial Orientation
53,57,3,Electro-Mechanical and Mechatronics Technologists and Technicians,Visualization,Spatial Orientation
53,57,5,Human Factors Engineers and Ergonomists,Visualization,Spatial Orientation
53,57,3,Motorcycle Mechanics,Visualization,Spatial Orientation
53,57,4,Wind Energy Engineers,Visualization,Spatial Orientation
53,55,4,Industrial Engineers,Visualization,Spatial Orientation
53,55,3,Machinists,Visualization,Spatial Orientation
53,55,5,Materials Scientists,Visualization,Spatial Orientation
53,55,5,Nanosystems Engineers,Visualization,Spatial Orientation
53,55,2,Rail Car Repairers,Visualization,Spatial Orientation
53,55,2,Riggers,Visualization,Spatial Orientation
53,54,2,Electrical and Electronic Equipment Assemblers,Visualization,Spatial Orientation
53,54,3,"First-Line Supervisors of Mechanics, Installers, and Repairers",Visualization,Spatial Orientation
53,54,4,Media Technical Directors/Managers,Visualization,Spatial Orientation
53,54,4,Surveyors,Visualization,Spatial Orientation
53,54,5,Urban and Regional Planners,Visualization,Spatial Orientation
53,54,2,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Visualization,Spatial Orientation
53,52,3,Computer Systems Analysts,Visualization,Spatial Orientation
53,52,2,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Visualization,Spatial Orientation
53,52,4,Graphic Designers,Visualization,Spatial Orientation
53,52,5,Orthodontists,Visualization,Spatial Orientation
53,52,5,Physical Medicine and Rehabilitation Physicians,Visualization,Spatial Orientation
53,52,3,Solar Thermal Installers and Technicians,Visualization,Spatial Orientation
53,52,3,Structural Metal Fabricators and Fitters,Visualization,Spatial Orientation
53,52,3,Web Developers,Visualization,Spatial Orientation
53,50,4,Electrical Engineers,Visualization,Spatial Orientation
53,50,2,Electromechanical Equipment Assemblers,Visualization,Spatial Orientation
53,50,4,Emergency Management Directors,Visualization,Spatial Orientation
53,50,5,Podiatrists,Visualization,Spatial Orientation
53,50,2,Recreational Vehicle Service Technicians,Visualization,Spatial Orientation
53,48,4,Brownfield Redevelopment Specialists and Site Managers,Visualization,Spatial Orientation
53,48,3,Commercial Divers,Visualization,Spatial Orientation
53,48,3,Commercial Pilots,Visualization,Spatial Orientation
53,48,2,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Visualization,Spatial Orientation
53,48,5,"Engineering Teachers, Postsecondary",Visualization,Spatial Orientation
53,48,4,Environmental Engineers,Visualization,Spatial Orientation
53,48,5,Environmental Restoration Planners,Visualization,Spatial Orientation
53,48,2,"Explosives Workers, Ordnance Handling Experts, and Blasters",Visualization,Spatial Orientation
53,48,1,Fallers,Visualization,Spatial Orientation
53,48,2,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Visualization,Spatial Orientation
53,48,3,Motorboat Mechanics and Service Technicians,Visualization,Spatial Orientation
53,48,2,Railroad Conductors and Yardmasters,Visualization,Spatial Orientation
53,48,3,Security and Fire Alarm Systems Installers,Visualization,Spatial Orientation
53,48,3,Solar Energy Installation Managers,Visualization,Spatial Orientation
53,48,2,Timing Device Assemblers and Adjusters,Visualization,Spatial Orientation
53,46,3,Automotive Engineering Technicians,Visualization,Spatial Orientation
53,46,5,Biologists,Visualization,Spatial Orientation
53,46,2,"Coin, Vending, and Amusement Machine Servicers and Repairers",Visualization,Spatial Orientation
53,46,3,First-Line Supervisors of Firefighting and Prevention Workers,Visualization,Spatial Orientation
53,46,4,Foresters,Visualization,Spatial Orientation
53,46,4,Industrial Production Managers,Visualization,Spatial Orientation
53,46,2,Operating Engineers and Other Construction Equipment Operators,Visualization,Spatial Orientation
53,46,2,Pile Driver Operators,Visualization,Spatial Orientation
53,46,5,Preventive Medicine Physicians,Visualization,Spatial Orientation
53,46,2,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Visualization,Spatial Orientation
53,46,4,Remote Sensing Scientists and Technologists,Visualization,Spatial Orientation
53,46,2,Sailors and Marine Oilers,Visualization,Spatial Orientation
53,46,2,"Service Unit Operators, Oil and Gas",Visualization,Spatial Orientation
53,46,3,Surgical Assistants,Visualization,Spatial Orientation
53,45,2,Adhesive Bonding Machine Operators and Tenders,Visualization,Spatial Orientation
53,45,3,Chefs and Head Cooks,Visualization,Spatial Orientation
53,45,3,Chemical Technicians,Visualization,Spatial Orientation
53,45,2,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Visualization,Spatial Orientation
53,45,3,Crane and Tower Operators,Visualization,Spatial Orientation
53,45,2,Electrical Power-Line Installers and Repairers,Visualization,Spatial Orientation
53,45,2,Etchers and Engravers,Visualization,Spatial Orientation
53,45,3,First-Line Supervisors of Production and Operating Workers,Visualization,Spatial Orientation
53,45,2,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Visualization,Spatial Orientation
53,45,2,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Visualization,Spatial Orientation
53,45,2,Highway Maintenance Workers,Visualization,Spatial Orientation
53,45,4,Logisticians,Visualization,Spatial Orientation
53,45,2,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Visualization,Spatial Orientation
53,45,2,Non-Destructive Testing Specialists,Visualization,Spatial Orientation
53,45,5,Nurse Anesthetists,Visualization,Spatial Orientation
