,Node_1,Node_2,Relation
188,"{'label': 'Occupation', 'properties': ""{'title': 'Recreational_Therapists'}"", 'identifier': ""{'title': 'Recreational_Therapists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
189,"{'label': 'Occupation', 'properties': ""{'title': 'Solar_Energy_Systems_Engineers'}"", 'identifier': ""{'title': 'Solar_Energy_Systems_Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
190,"{'label': 'Occupation', 'properties': ""{'title': 'Supply_Chain_Managers'}"", 'identifier': ""{'title': 'Supply_Chain_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
191,"{'label': 'Occupation', 'properties': ""{'title': 'Training_and_Development_Managers'}"", 'identifier': ""{'title': 'Training_and_Development_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '57'}""}"
192,"{'label': 'Occupation', 'properties': ""{'title': 'Adapted_Physical_Education_Specialists'}"", 'identifier': ""{'title': 'Adapted_Physical_Education_Specialists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '55'}""}"
193,"{'label': 'Occupation', 'properties': ""{'title': 'Career/Technical_Education_Teachers,_Secondary_School'}"", 'identifier': ""{'title': 'Career/Technical_Education_Teachers,_Secondary_School'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '55'}""}"
194,"{'label': 'Occupation', 'properties': ""{'title': 'Elementary_School_Teachers,_Except_Special_Education'}"", 'identifier': ""{'title': 'Elementary_School_Teachers,_Except_Special_Education'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '55'}""}"
195,"{'label': 'Occupation', 'properties': ""{'title': 'Legal_Secretaries_and_Administrative_Assistants'}"", 'identifier': ""{'title': 'Legal_Secretaries_and_Administrative_Assistants'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '55'}""}"
196,"{'label': 'Occupation', 'properties': ""{'title': 'Wind_Energy_Development_Managers'}"", 'identifier': ""{'title': 'Wind_Energy_Development_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '55'}""}"
197,"{'label': 'Occupation', 'properties': ""{'title': 'Medical_Transcriptionists'}"", 'identifier': ""{'title': 'Medical_Transcriptionists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 72, 'level': '52'}""}"
198,"{'label': 'Occupation', 'properties': ""{'title': 'Chemists'}"", 'identifier': ""{'title': 'Chemists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '66'}""}"
199,"{'label': 'Occupation', 'properties': ""{'title': 'Manufacturing_Engineers'}"", 'identifier': ""{'title': 'Manufacturing_Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '63'}""}"
200,"{'label': 'Occupation', 'properties': ""{'title': 'Materials_Engineers'}"", 'identifier': ""{'title': 'Materials_Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '63'}""}"
201,"{'label': 'Occupation', 'properties': ""{'title': 'Bioengineers_and_Biomedical_Engineers'}"", 'identifier': ""{'title': 'Bioengineers_and_Biomedical_Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '61'}""}"
202,"{'label': 'Occupation', 'properties': ""{'title': 'Producers_and_Directors'}"", 'identifier': ""{'title': 'Producers_and_Directors'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '61'}""}"
203,"{'label': 'Occupation', 'properties': ""{'title': 'Business_Intelligence_Analysts'}"", 'identifier': ""{'title': 'Business_Intelligence_Analysts'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '59'}""}"
204,"{'label': 'Occupation', 'properties': ""{'title': 'Child,_Family,_and_School_Social_Workers'}"", 'identifier': ""{'title': 'Child,_Family,_and_School_Social_Workers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '59'}""}"
205,"{'label': 'Occupation', 'properties': ""{'title': 'Foresters'}"", 'identifier': ""{'title': 'Foresters'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '59'}""}"
206,"{'label': 'Occupation', 'properties': ""{'title': 'Fuel_Cell_Engineers'}"", 'identifier': ""{'title': 'Fuel_Cell_Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '59'}""}"
207,"{'label': 'Occupation', 'properties': ""{'title': 'Industrial_Engineers'}"", 'identifier': ""{'title': 'Industrial_Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '59'}""}"
208,"{'label': 'Occupation', 'properties': ""{'title': 'Clinical_Data_Managers'}"", 'identifier': ""{'title': 'Clinical_Data_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '57'}""}"
209,"{'label': 'Occupation', 'properties': ""{'title': 'Computer_and_Information_Systems_Managers'}"", 'identifier': ""{'title': 'Computer_and_Information_Systems_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '57'}""}"
210,"{'label': 'Occupation', 'properties': ""{'title': 'Cytogenetic_Technologists'}"", 'identifier': ""{'title': 'Cytogenetic_Technologists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '57'}""}"
211,"{'label': 'Occupation', 'properties': ""{'title': 'Education_and_Childcare_Administrators,_Preschool_and_Daycare'}"", 'identifier': ""{'title': 'Education_and_Childcare_Administrators,_Preschool_and_Daycare'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '57'}""}"
212,"{'label': 'Occupation', 'properties': ""{'title': 'Interpreters_and_Translators'}"", 'identifier': ""{'title': 'Interpreters_and_Translators'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '57'}""}"
213,"{'label': 'Occupation', 'properties': ""{'title': 'Low_Vision_Therapists,_Orientation_and_Mobility_Specialists,_and_Vision_Rehabilitation_Therapists'}"", 'identifier': ""{'title': 'Low_Vision_Therapists,_Orientation_and_Mobility_Specialists,_and_Vision_Rehabilitation_Therapists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '57'}""}"
214,"{'label': 'Occupation', 'properties': ""{'title': 'Mechatronics_Engineers'}"", 'identifier': ""{'title': 'Mechatronics_Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '57'}""}"
215,"{'label': 'Occupation', 'properties': ""{'title': 'Mental_Health_and_Substance_Abuse_Social_Workers'}"", 'identifier': ""{'title': 'Mental_Health_and_Substance_Abuse_Social_Workers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '57'}""}"
216,"{'label': 'Occupation', 'properties': ""{'title': 'Microsystems_Engineers'}"", 'identifier': ""{'title': 'Microsystems_Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '57'}""}"
217,"{'label': 'Occupation', 'properties': ""{'title': 'Park_Naturalists'}"", 'identifier': ""{'title': 'Park_Naturalists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '57'}""}"
218,"{'label': 'Occupation', 'properties': ""{'title': 'Physical_Medicine_and_Rehabilitation_Physicians'}"", 'identifier': ""{'title': 'Physical_Medicine_and_Rehabilitation_Physicians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '57'}""}"
219,"{'label': 'Occupation', 'properties': ""{'title': 'Sales_Engineers'}"", 'identifier': ""{'title': 'Sales_Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '57'}""}"
220,"{'label': 'Occupation', 'properties': ""{'title': 'Social_and_Community_Service_Managers'}"", 'identifier': ""{'title': 'Social_and_Community_Service_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '57'}""}"
221,"{'label': 'Occupation', 'properties': ""{'title': 'Special_Education_Teachers,_Middle_School'}"", 'identifier': ""{'title': 'Special_Education_Teachers,_Middle_School'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '57'}""}"
222,"{'label': 'Occupation', 'properties': ""{'title': 'Special_Education_Teachers,_Preschool'}"", 'identifier': ""{'title': 'Special_Education_Teachers,_Preschool'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '57'}""}"
223,"{'label': 'Occupation', 'properties': ""{'title': 'Surveyors'}"", 'identifier': ""{'title': 'Surveyors'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '57'}""}"
224,"{'label': 'Occupation', 'properties': ""{'title': 'Wind_Energy_Operations_Managers'}"", 'identifier': ""{'title': 'Wind_Energy_Operations_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '57'}""}"
225,"{'label': 'Occupation', 'properties': ""{'title': 'Advertising_and_Promotions_Managers'}"", 'identifier': ""{'title': 'Advertising_and_Promotions_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '55'}""}"
226,"{'label': 'Occupation', 'properties': ""{'title': 'Chiropractors'}"", 'identifier': ""{'title': 'Chiropractors'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '55'}""}"
227,"{'label': 'Occupation', 'properties': ""{'title': 'Customs_Brokers'}"", 'identifier': ""{'title': 'Customs_Brokers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '55'}""}"
228,"{'label': 'Occupation', 'properties': ""{'title': 'Document_Management_Specialists'}"", 'identifier': ""{'title': 'Document_Management_Specialists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '55'}""}"
229,"{'label': 'Occupation', 'properties': ""{'title': 'Eligibility_Interviewers,_Government_Programs'}"", 'identifier': ""{'title': 'Eligibility_Interviewers,_Government_Programs'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '55'}""}"
230,"{'label': 'Occupation', 'properties': ""{'title': 'Landscape_Architects'}"", 'identifier': ""{'title': 'Landscape_Architects'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '55'}""}"
231,"{'label': 'Occupation', 'properties': ""{'title': 'Loss_Prevention_Managers'}"", 'identifier': ""{'title': 'Loss_Prevention_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '55'}""}"
232,"{'label': 'Occupation', 'properties': ""{'title': 'Media_Programming_Directors'}"", 'identifier': ""{'title': 'Media_Programming_Directors'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '55'}""}"
233,"{'label': 'Occupation', 'properties': ""{'title': 'Paralegals_and_Legal_Assistants'}"", 'identifier': ""{'title': 'Paralegals_and_Legal_Assistants'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '55'}""}"
234,"{'label': 'Occupation', 'properties': ""{'title': 'Probation_Officers_and_Correctional_Treatment_Specialists'}"", 'identifier': ""{'title': 'Probation_Officers_and_Correctional_Treatment_Specialists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '55'}""}"
235,"{'label': 'Occupation', 'properties': ""{'title': 'Registered_Nurses'}"", 'identifier': ""{'title': 'Registered_Nurses'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '55'}""}"
236,"{'label': 'Occupation', 'properties': ""{'title': 'Robotics_Engineers'}"", 'identifier': ""{'title': 'Robotics_Engineers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '55'}""}"
237,"{'label': 'Occupation', 'properties': ""{'title': 'Secondary_School_Teachers,_Except_Special_and_Career/Technical_Education'}"", 'identifier': ""{'title': 'Secondary_School_Teachers,_Except_Special_and_Career/Technical_Education'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '55'}""}"
238,"{'label': 'Occupation', 'properties': ""{'title': 'Social_Science_Research_Assistants'}"", 'identifier': ""{'title': 'Social_Science_Research_Assistants'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '55'}""}"
239,"{'label': 'Occupation', 'properties': ""{'title': 'Software_Quality_Assurance_Analysts_and_Testers'}"", 'identifier': ""{'title': 'Software_Quality_Assurance_Analysts_and_Testers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '55'}""}"
240,"{'label': 'Occupation', 'properties': ""{'title': 'Sports_Medicine_Physicians'}"", 'identifier': ""{'title': 'Sports_Medicine_Physicians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '55'}""}"
241,"{'label': 'Occupation', 'properties': ""{'title': 'Administrative_Services_Managers'}"", 'identifier': ""{'title': 'Administrative_Services_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '54'}""}"
242,"{'label': 'Occupation', 'properties': ""{'title': 'Credit_Counselors'}"", 'identifier': ""{'title': 'Credit_Counselors'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '54'}""}"
243,"{'label': 'Occupation', 'properties': ""{'title': 'Executive_Secretaries_and_Executive_Administrative_Assistants'}"", 'identifier': ""{'title': 'Executive_Secretaries_and_Executive_Administrative_Assistants'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '54'}""}"
244,"{'label': 'Occupation', 'properties': ""{'title': 'First-Line_Supervisors_of_Office_and_Administrative_Support_Workers'}"", 'identifier': ""{'title': 'First-Line_Supervisors_of_Office_and_Administrative_Support_Workers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '54'}""}"
245,"{'label': 'Occupation', 'properties': ""{'title': 'Insurance_Underwriters'}"", 'identifier': ""{'title': 'Insurance_Underwriters'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '54'}""}"
246,"{'label': 'Occupation', 'properties': ""{'title': 'Purchasing_Agents,_Except_Wholesale,_Retail,_and_Farm_Products'}"", 'identifier': ""{'title': 'Purchasing_Agents,_Except_Wholesale,_Retail,_and_Farm_Products'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '54'}""}"
247,"{'label': 'Occupation', 'properties': ""{'title': 'Accountants_and_Auditors'}"", 'identifier': ""{'title': 'Accountants_and_Auditors'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '52'}""}"
248,"{'label': 'Occupation', 'properties': ""{'title': 'Financial_Managers'}"", 'identifier': ""{'title': 'Financial_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '52'}""}"
249,"{'label': 'Occupation', 'properties': ""{'title': 'Secretaries_and_Administrative_Assistants,_Except_Legal,_Medical,_and_Executive'}"", 'identifier': ""{'title': 'Secretaries_and_Administrative_Assistants,_Except_Legal,_Medical,_and_Executive'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '50'}""}"
250,"{'label': 'Occupation', 'properties': ""{'title': 'Insurance_Appraisers,_Auto_Damage'}"", 'identifier': ""{'title': 'Insurance_Appraisers,_Auto_Damage'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 69, 'level': '46'}""}"
251,"{'label': 'Occupation', 'properties': ""{'title': 'Family_and_Consumer_Sciences_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Family_and_Consumer_Sciences_Teachers,_Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 66, 'level': '59'}""}"
252,"{'label': 'Occupation', 'properties': ""{'title': 'Geodetic_Surveyors'}"", 'identifier': ""{'title': 'Geodetic_Surveyors'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 66, 'level': '59'}""}"
253,"{'label': 'Occupation', 'properties': ""{'title': 'Hydrologists'}"", 'identifier': ""{'title': 'Hydrologists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 66, 'level': '59'}""}"
254,"{'label': 'Occupation', 'properties': ""{'title': 'Treasurers_and_Controllers'}"", 'identifier': ""{'title': 'Treasurers_and_Controllers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 66, 'level': '59'}""}"
255,"{'label': 'Occupation', 'properties': ""{'title': 'Art_Therapists'}"", 'identifier': ""{'title': 'Art_Therapists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 66, 'level': '57'}""}"
256,"{'label': 'Occupation', 'properties': ""{'title': 'Career/Technical_Education_Teachers,_Postsecondary'}"", 'identifier': ""{'title': 'Career/Technical_Education_Teachers,_Postsecondary'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 66, 'level': '57'}""}"
257,"{'label': 'Occupation', 'properties': ""{'title': 'Coaches_and_Scouts'}"", 'identifier': ""{'title': 'Coaches_and_Scouts'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 66, 'level': '57'}""}"
258,"{'label': 'Occupation', 'properties': ""{'title': 'First-Line_Supervisors_of_Non-Retail_Sales_Workers'}"", 'identifier': ""{'title': 'First-Line_Supervisors_of_Non-Retail_Sales_Workers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 66, 'level': '57'}""}"
259,"{'label': 'Occupation', 'properties': ""{'title': 'Proofreaders_and_Copy_Markers'}"", 'identifier': ""{'title': 'Proofreaders_and_Copy_Markers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 66, 'level': '57'}""}"
260,"{'label': 'Occupation', 'properties': ""{'title': 'Property,_Real_Estate,_and_Community_Association_Managers'}"", 'identifier': ""{'title': 'Property,_Real_Estate,_and_Community_Association_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 66, 'level': '57'}""}"
261,"{'label': 'Occupation', 'properties': ""{'title': 'Rehabilitation_Counselors'}"", 'identifier': ""{'title': 'Rehabilitation_Counselors'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 66, 'level': '57'}""}"
262,"{'label': 'Occupation', 'properties': ""{'title': 'Sales_Managers'}"", 'identifier': ""{'title': 'Sales_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 66, 'level': '57'}""}"
263,"{'label': 'Occupation', 'properties': ""{'title': 'Adult_Basic_Education,_Adult_Secondary_Education,_and_English_as_a_Second_Language_Instructors'}"", 'identifier': ""{'title': 'Adult_Basic_Education,_Adult_Secondary_Education,_and_English_as_a_Second_Language_Instructors'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 66, 'level': '55'}""}"
